0,0.007
0.0001,0.0069
0.0003,0.0071
0.0004,0.0073
0.0008,0.0074
0.0013,0.0077
0.0018,0.0081
0.0024,0.0084
0.0031,0.0089
0.0037,0.0095
0.0044,0.0101
0.005,0.0107
0.0056,0.0114
0.0063,0.0119
0.0069,0.0124
0.0076,0.0131
0.0082,0.0136
0.0088,0.014
0.0095,0.0143
0.0101,0.0144
0.0108,0.0147
0.0114,0.0149
0.012,0.0152
0.0126,0.0156
0.0133,0.0161
0.014,0.0165
0.0148,0.017
0.0154,0.0173
0.0161,0.0178
0.0167,0.0181
0.0174,0.0185
0.0181,0.0191
0.0187,0.0194
0.0194,0.0198
0.0201,0.0203
0.0208,0.0207
0.0215,0.0212
0.0222,0.0217
0.0228,0.0219
0.0235,0.0223
0.0242,0.0229
0.0249,0.0232
0.0255,0.0235
0.0261,0.024
0.0267,0.0244
0.0274,0.0247
0.0281,0.0251
0.0288,0.0255
0.0295,0.0259
0.0302,0.0262
0.031,0.0267
0.0317,0.0271
0.0323,0.0276
0.0329,0.028
0.0335,0.0284
0.0342,0.0291
0.0349,0.0297
0.0355,0.0301
0.0362,0.0304
0.0369,0.031
0.0377,0.0315
0.0384,0.0321
0.0391,0.0326
0.0398,0.0331
0.0405,0.0334
0.0412,0.034
0.0418,0.0346
0.0424,0.0353
0.043,0.0357
0.0436,0.0361
0.0443,0.0365
0.045,0.0372
0.0457,0.0378
0.0463,0.0383
0.0471,0.0387
0.0478,0.0391
0.0485,0.0398
0.0491,0.0404
0.0497,0.0409
0.0504,0.0414
0.0511,0.0419
0.0517,0.0426
0.0523,0.043
0.0529,0.0435
0.0536,0.044
0.0543,0.0446
0.0551,0.0452
0.0558,0.0458
0.0564,0.0464
0.0571,0.0468
0.0578,0.0473
0.0584,0.0479
0.059,0.0486
0.0597,0.049
0.0604,0.0495
0.0611,0.0501
0.0617,0.0506
0.0624,0.051
0.063,0.0515
0.0637,0.0521
0.0644,0.0527
0.0651,0.0534
0.0657,0.054
0.0663,0.0545
0.067,0.055
0.0677,0.0554
0.0684,0.0561
0.0691,0.0568
0.0697,0.0573
0.0704,0.0578
0.0711,0.0584
0.0718,0.0589
0.0724,0.0595
0.073,0.0601
0.0737,0.0608
0.0744,0.0613
0.0751,0.0619
0.0757,0.0625
0.0764,0.0631
0.077,0.0635
0.0778,0.0641
0.0785,0.0647
0.0792,0.0656
0.0798,0.0661
0.0805,0.0666
0.0812,0.0672
0.0819,0.0677
0.0825,0.0683
0.0831,0.0686
0.0837,0.0693
0.0844,0.07
0.0851,0.0705
0.0858,0.0714
0.0864,0.0719
0.0871,0.0725
0.0878,0.073
0.0885,0.0736
0.0891,0.0741
0.0897,0.0747
0.0904,0.0752
0.0911,0.0757
0.0917,0.0764
0.0924,0.077
0.093,0.0777
0.0936,0.078
0.0944,0.0786
0.0952,0.0793
0.0958,0.08
0.0964,0.0807
0.0971,0.0812
0.0977,0.0818
0.0984,0.0823
0.0991,0.0829
0.0997,0.0835
0.1004,0.0839
0.1011,0.0846
0.1018,0.0855
0.1025,0.0861
0.1031,0.0866
0.1038,0.0872
0.1045,0.0878
0.1052,0.0884
0.1058,0.0891
0.1064,0.0895
0.107,0.0901
0.1077,0.0907
0.1084,0.0912
0.1091,0.0917
0.1097,0.0924
0.1104,0.0929
0.1112,0.0936
0.1119,0.0943
0.1125,0.0949
0.1131,0.0955
0.1137,0.0962
0.1144,0.0967
0.1151,0.0973
0.1157,0.0978
0.1163,0.0983
0.117,0.0989
0.1177,0.0996
0.1184,0.1002
0.1191,0.1008
0.1198,0.1012
0.1205,0.1019
0.1212,0.1026
0.1218,0.1032
0.1225,0.1038
0.123,0.1043
0.1236,0.1047
0.1243,0.1055
0.125,0.1061
0.1257,0.1067
0.1264,0.1072
0.1271,0.1079
0.1278,0.1084
0.1285,0.1088
0.1292,0.1094
0.1298,0.1103
0.1305,0.1109
0.1311,0.1114
0.1318,0.1121
0.1324,0.1127
0.133,0.1133
0.1336,0.1139
0.1343,0.1143
0.1351,0.1148
0.1358,0.1156
0.1365,0.1163
0.1371,0.117
0.1378,0.1175
0.1385,0.118
0.1392,0.1186
0.1398,0.1191
0.1405,0.1196
0.1412,0.1203
0.1419,0.1212
0.1425,0.1217
0.1431,0.1224
0.1438,0.1228
0.1444,0.1233
0.1452,0.1239
0.1458,0.1245
0.1464,0.125
0.147,0.1255
0.1477,0.126
0.1484,0.1268
0.1491,0.1274
0.1497,0.1282
0.1504,0.1287
0.1511,0.1291
0.1518,0.1298
0.1524,0.1304
0.153,0.131
0.1536,0.1318
0.1543,0.1323
0.155,0.1328
0.1557,0.1333
0.1563,0.134
0.157,0.1346
0.1577,0.135
0.1585,0.1358
0.1591,0.1364
0.1598,0.137
0.1605,0.1376
0.1611,0.1381
0.1618,0.1388
0.1625,0.1394
0.1631,0.1399
0.1637,0.1406
0.1643,0.1411
0.165,0.1415
0.1657,0.1422
0.1664,0.1429
0.1671,0.1435
0.1678,0.1441
0.1685,0.1446
0.1691,0.1454
0.1698,0.146
0.1704,0.1465
0.1711,0.1472
0.1718,0.1476
0.1724,0.1482
0.173,0.1489
0.1736,0.1494
0.1743,0.1499
0.1751,0.1504
0.1759,0.1511
0.1765,0.1517
0.1771,0.1522
0.1777,0.1527
0.1784,0.1535
0.1791,0.1542
0.1797,0.1547
0.1803,0.1553
0.181,0.1558
0.1818,0.1564
0.1824,0.1571
0.1831,0.1578
0.1837,0.1584
0.1844,0.159
0.1852,0.1595
0.1858,0.1601
0.1864,0.1607
0.187,0.1613
0.1876,0.1619
0.1884,0.1624
0.189,0.1628
0.1897,0.1635
0.1904,0.164
0.1911,0.1646
0.1919,0.1653
0.1925,0.1658
0.1931,0.1665
0.1937,0.1671
0.1944,0.1676
0.195,0.1683
0.1957,0.1688
0.1964,0.1694
0.197,0.1701
0.1977,0.1705
0.1984,0.171
0.1992,0.1718
0.1998,0.1725
0.2005,0.1732
0.2012,0.1738
0.2019,0.1743
0.2026,0.1749
0.2032,0.1754
0.2037,0.176
0.2043,0.1765
0.205,0.1771
0.2057,0.1778
0.2064,0.1784
0.207,0.1788
0.2077,0.1793
0.2085,0.1799
0.2092,0.1807
0.2098,0.1813
0.2104,0.1817
0.2111,0.1822
0.2118,0.1827
0.2124,0.1833
0.213,0.1838
0.2136,0.1845
0.2142,0.1852
0.215,0.1859
0.2158,0.1865
0.2165,0.1871
0.2171,0.1877
0.2177,0.1882
0.2184,0.1888
0.2191,0.1893
0.2197,0.1899
0.2204,0.1906
0.2211,0.1911
0.2218,0.1917
0.2225,0.1924
0.2231,0.193
0.2237,0.1936
0.2244,0.194
0.2251,0.1945
0.2258,0.1951
0.2264,0.196
0.227,0.1965
0.2277,0.1969
0.2284,0.1975
0.2291,0.1981
0.2297,0.1988
0.2304,0.1993
0.2311,0.1997
0.2318,0.2003
0.2325,0.2011
0.2331,0.2018
0.2337,0.2023
0.2343,0.2028
0.235,0.2034
0.2357,0.204
0.2364,0.2046
0.237,0.2051
0.2376,0.2054
0.2384,0.2059
0.2391,0.2067
0.2398,0.2075
0.2404,0.2081
0.2411,0.2087
0.2418,0.2093
0.2425,0.2098
0.2431,0.2104
0.2437,0.2109
0.2443,0.2115
0.245,0.2121
0.2457,0.2125
0.2464,0.213
0.247,0.214
0.2477,0.2146
0.2485,0.215
0.2492,0.2155
0.2498,0.2161
0.2504,0.2168
0.2511,0.2174
0.2517,0.2179
0.2524,0.2185
0.253,0.2192
0.2536,0.2197
0.2543,0.2202
0.255,0.2206
0.2558,0.2212
0.2565,0.2218
0.2572,0.2226
0.2578,0.2233
0.2585,0.2238
0.2591,0.2244
0.2598,0.2249
0.2604,0.2254
0.2611,0.2259
0.2618,0.2267
0.2625,0.2273
0.2632,0.2279
0.2638,0.2285
0.2645,0.229
0.2652,0.2294
0.2659,0.2301
0.2665,0.2309
0.2671,0.2314
0.2677,0.2316
0.2684,0.2322
0.2691,0.2328
0.2697,0.2334
0.2704,0.2341
0.2711,0.2347
0.2718,0.2353
0.2725,0.236
0.2731,0.2366
0.2737,0.2369
0.2744,0.2375
0.275,0.2381
0.2757,0.2388
0.2764,0.2394
0.277,0.2399
0.2776,0.2406
0.2783,0.2411
0.2791,0.2417
0.2798,0.2424
0.2805,0.2431
0.2812,0.2437
0.2819,0.2442
0.2825,0.2447
0.2831,0.2454
0.2837,0.2458
0.2843,0.2463
0.285,0.2467
0.2857,0.2472
0.2864,0.2481
0.287,0.2488
0.2877,0.2493
0.2884,0.2498
0.2892,0.2504
0.2898,0.2511
0.2904,0.2517
0.2911,0.2522
0.2918,0.2529
0.2925,0.2535
0.2931,0.2539
0.2937,0.2547
0.2943,0.2553
0.295,0.2557
0.2958,0.2564
0.2965,0.257
0.2971,0.2576
0.2977,0.258
0.2984,0.2586
0.2991,0.259
0.2997,0.2597
