0,0.0015
0.0001,0.0016
0.0002,0.0015
0.0005,0.0014
0.0008,0.0016
0.0013,0.002
0.0019,0.0026
0.0026,0.0032
0.0032,0.0038
0.0038,0.0045
0.0045,0.0052
0.005,0.0059
0.0056,0.0066
0.0062,0.0072
0.0069,0.0079
0.0076,0.0085
0.0082,0.0089
0.0089,0.0094
0.0096,0.0095
0.0103,0.0093
0.011,0.0091
0.0116,0.009
0.0122,0.0088
0.0128,0.0093
0.0135,0.0096
0.0142,0.0099
0.0149,0.01
0.0155,0.0098
0.0162,0.0099
0.0169,0.0101
0.0177,0.0104
0.0184,0.0109
0.019,0.0114
0.0197,0.0113
0.0204,0.011
0.0211,0.0108
0.0217,0.011
0.0223,0.0111
0.0229,0.0112
0.0236,0.0117
0.0243,0.0123
0.025,0.0129
0.0257,0.0134
0.0263,0.0137
0.0271,0.014
0.0278,0.0145
0.0284,0.0151
0.0291,0.0157
0.0298,0.0163
0.0305,0.017
0.0311,0.0175
0.0317,0.0177
0.0323,0.018
0.033,0.0185
0.0338,0.0191
0.0345,0.0198
0.0352,0.0205
0.0358,0.0213
0.0365,0.0216
0.0372,0.0218
0.0378,0.0223
0.0384,0.0227
0.0391,0.0232
0.0398,0.0238
0.0405,0.0244
0.0411,0.0251
0.0418,0.0256
0.0424,0.026
0.0431,0.0262
0.0438,0.0265
0.0445,0.0269
0.0451,0.0276
0.0458,0.0284
0.0464,0.0289
0.0471,0.0298
0.0478,0.0304
0.0485,0.0308
0.0492,0.031
0.0499,0.0316
0.0506,0.0323
0.0513,0.033
0.0519,0.0337
0.0525,0.0343
0.0531,0.0349
0.0538,0.0354
0.0545,0.0358
0.0552,0.0365
0.0558,0.0372
0.0565,0.0378
0.0573,0.0386
0.058,0.0395
0.0587,0.0402
0.0593,0.0407
0.06,0.0415
0.0607,0.0422
0.0614,0.0429
0.062,0.0437
0.0625,0.0443
0.0632,0.0447
0.0639,0.0453
0.0646,0.046
0.0652,0.0468
0.0659,0.0476
0.0665,0.0484
0.0672,0.0491
0.0679,0.0497
0.0685,0.0503
0.0691,0.051
0.0698,0.0515
0.0705,0.0523
0.0712,0.0529
0.0718,0.0537
0.0724,0.0544
0.073,0.0549
0.0738,0.0556
0.0746,0.0562
0.0753,0.0572
0.0759,0.0579
0.0765,0.0587
0.0772,0.0594
0.0779,0.0602
0.0785,0.0608
0.0792,0.0612
0.0799,0.0619
0.0806,0.0627
0.0813,0.0634
0.082,0.0641
0.0826,0.0647
0.0833,0.0655
0.084,0.0662
0.0847,0.0669
0.0853,0.0679
0.0859,0.0687
0.0865,0.0693
0.0872,0.0699
0.0879,0.0706
0.0886,0.0711
0.0892,0.072
0.09,0.0727
0.0907,0.0733
0.0914,0.0742
0.092,0.075
0.0926,0.0756
0.0932,0.0761
0.0939,0.0767
0.0946,0.0772
0.0952,0.0781
0.0958,0.079
0.0965,0.0796
0.0972,0.0801
0.098,0.0808
0.0986,0.0816
0.0993,0.0823
0.1,0.083
0.1007,0.0837
0.1013,0.0845
0.102,0.0853
0.1025,0.0858
0.1031,0.0863
0.1038,0.0868
0.1045,0.0876
0.1052,0.0884
0.1059,0.0892
0.1066,0.09
0.1073,0.0906
0.108,0.0914
0.1086,0.092
0.1093,0.0927
0.1099,0.0933
0.1106,0.0939
0.1113,0.0947
0.1119,0.0954
0.1125,0.0961
0.1131,0.0968
0.1138,0.0973
0.1146,0.0979
0.1153,0.0989
0.116,0.0996
0.1166,0.1002
0.1173,0.1007
0.118,0.1015
0.1186,0.1022
0.1193,0.1028
0.1199,0.1035
0.1206,0.1043
0.1213,0.105
0.122,0.1057
0.1226,0.1066
0.1232,0.1072
0.124,0.1078
0.1247,0.1083
0.1253,0.1091
0.1259,0.1098
0.1265,0.1105
0.1272,0.1111
0.1279,0.1116
0.1286,0.1124
0.1292,0.1132
0.1299,0.1139
0.1306,0.1144
0.1313,0.1151
0.1319,0.1159
0.1325,0.1166
0.1331,0.1172
0.1338,0.1178
0.1345,0.1184
0.1352,0.1192
0.1358,0.12
0.1365,0.1208
0.1372,0.1214
0.138,0.122
0.1386,0.1228
0.1393,0.1237
0.1399,0.1244
0.1406,0.125
0.1413,0.1256
0.142,0.1263
0.1425,0.1269
0.1431,0.1276
0.1438,0.1284
0.1445,0.1291
0.1452,0.1297
0.1459,0.1303
0.1466,0.1311
0.1473,0.1317
0.148,0.1324
0.1486,0.133
0.1492,0.1336
0.1499,0.1343
0.1506,0.1348
0.1513,0.1358
0.1519,0.1365
0.1525,0.1371
0.1531,0.1377
0.1538,0.1384
0.1546,0.1392
0.1553,0.1398
0.1559,0.1406
0.1565,0.1412
0.1572,0.1419
0.1579,0.1426
0.1585,0.1432
0.1591,0.1438
0.1598,0.1445
0.1605,0.1452
0.1612,0.1459
0.1619,0.1465
0.1625,0.1474
0.1632,0.1479
